Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
DSVFDEL8122482,25.03.23,Ti Group,Samvardhana Motherson International Ltd,Other Accessories Themotor Vehicles Flange,"New York/Newark Area, Newark, Nj",Mundra,India,208.0
CHSLSEL2303100,24.03.23,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
SNJCTH23020050,20.03.23,Ti Group,Bridgestone Industrial Products,Air Conditioning Hose,"Houston, Tx",Yantian,Thailand,3651.0
HLCUME3NC16218AF,16.03.23,Onsignee,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,1080.0
HLCUME3NC16218AA,16.03.23,Bmw Ag,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,720.0
HLCUME3230222650,15.03.23,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,4156.0
DSVF1753020083,14.03.23,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,127.0
DSVF1753020060,14.03.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1753020075,14.03.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1419.0
DSVF1753020063,14.03.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3082.0
DSVF1753020087,14.03.23,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,579.0
DSVF1753020072,14.03.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,213.0
DSVF1753020052,14.03.23,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,214.0
DSVF1753020069,14.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,242.0
DSVF1753020067,14.03.23,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,123.0
DSVF1753020076,14.03.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1753020068,14.03.23,Ti Group,Ti Automotive Lokeren,Automotive,"Charleston, Sc",Stadersand,Germany,12938.0
DSVF1753020082,14.03.23,Ti Group,Magna Steyr,Automotive,"Charleston, Sc",Stadersand,Germany,579.0
DSVF1753020088,14.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,337.0
DSVF1753020089,14.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,311.0
DSVF1753020065,14.03.23,Ti Group,Vallotech Sa,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,612.0
DSVF1753020074,14.03.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,1479.0
DSVF1753020071,14.03.23,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,336.0
DSVF1753020077,14.03.23,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1753020078,14.03.23,Ti Group,Vallotech Sa,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,623.0
DSVF1753020091,14.03.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,214.0
DSVF1753020079,14.03.23,Ti Group,Hidro Rubber Iberica S A,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,406.0
DSVF1753020080,14.03.23,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,217.0
DSVF1753020073,14.03.23,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,480.0
DSVF1753020081,14.03.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,371.0
DSVF1753020070,14.03.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1753020064,14.03.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1778.0
DSVF1753020061,14.03.23,Ti Group,Variance Technologies Wedo,Automotive,"Charleston, Sc",Stadersand,Germany,340.0
DSVFSEL0335667,12.03.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,653.0
DFDSSHA71081849,12.03.23,Ti Group,Yangzhou Liangcheng Auto Parts Co,Fuel Tank Cover,"Long Beach, Ca",Shanghai,China,1106.0
CHSLSEL2302106,12.03.23,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
JSSYJSBHO2302606,11.03.23,Ti Group,Hanil Tube Corp,Checking Fixture,"Houston, Tx",Pusan,Republic Of Korea,24968.0
JSSYJSBHO2302608,11.03.23,Ti Group,Hanil Tube Corp,Bta Chuck,"Houston, Tx",Pusan,Republic Of Korea,80.0
HLCUME3NB51986AI,08.03.23,Bmw Ag,Ti Group,Fuel Pump,"Houston, Tx",Tampico,Mexico,480.0
HLCUME3NB51986AC,08.03.23,Bmw Ag,Ti Group,Fuel Pump,"Houston, Tx",Tampico,Mexico,600.0
DSVF1753020053,07.03.23,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,207.0
DSVF1753020051,07.03.23,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,381.0
DSVF1753020050,07.03.23,Ti Group,Ti Group,Component Component,"Charleston, Sc",Stadersand,Germany,435.0
DSVF1753020057,07.03.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2429.0
HLCUME3NB45820AE,07.03.23,Bmw Ag,Ti Group,Level Sensor Level Sensor,"Houston, Tx",Tampico,Mexico,580.0
HLCUME3NB45820AA,07.03.23,Bmw Ag,Ti Group,Fuel Pump Piecesfuel Bomb,"Houston, Tx",Tampico,Mexico,360.0
DSVF1753020055,07.03.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,288.0
DSVF1753020058,07.03.23,Ti Group,Ti Automotive Systems Ab,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1753020056,07.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,348.0
DSVF1753020066,07.03.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,167.0
DSVF1753020062,07.03.23,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,97.0
DSVF1753020059,07.03.23,Ti Group,Xxxti Automotive Fuldabruck Gm,Automotive,"Charleston, Sc",Stadersand,Germany,142.0
DFDSSHA71069810,05.03.23,Ti Group,Xinchang Yongqiang Air Condition Fi,Flange,"Houston, Tx",Shanghai,China,53.0
ASCLABSMCA230125,02.03.23,Ti Group,Ti Automotive Ltd,Tubes Plastics,"Houston, Tx",Pusan,Republic Of Korea,9673.0
DSVFSEL0331314,01.03.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,1001.0
HLCUME3NB50230AA,28.02.23,Plastic Omnium Auto Inergy South Africa Krotkodildrift,Ti Group,Fuel Module Modulo Combustible Fuel Module,"Houston, Tx",Tampico,Mexico,1203.0
CHSL424518486OTP,27.02.23,Ti Group,Vitesco Technologies Romania Srl,Automotive Stc,"Charleston, Sc",Bremerhaven,Romania,1080.0
NEDFNGOBVE72555,27.02.23,Ti Group,Nippon Stud Welding Co Ltd,Ace,"Tacoma, Wa",Tokyo,Japan,553.0
DSVF1753010088,26.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3615.0
DSVF1753010100,26.02.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,658.0
DSVF1753010097,26.02.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2428.0
DSVF1753010099,26.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3660.0
DSVF1753010091,26.02.23,Ti Group,Asteelflash Technologie,Automotive,"Charleston, Sc",Stadersand,Germany,60.0
DSVF1753010090,26.02.23,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,234.0
HLCUME3230160992,26.02.23,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,2664.0
DSVF1753010089,26.02.23,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive,"Charleston, Sc",Stadersand,Germany,72.0
DSVF1753010096,26.02.23,Ti Group,Vallotech Sa,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,443.0
DFDSCAN0309596,25.02.23,Ti Group,Guangzho Usa R Sealing Industrial C,Rubber Seals,"Houston, Tx",Yantian,China,2463.0
HLCUME3NB00620AH,22.02.23,Bmw Ag,Ti Group,Level Sensor,"Houston, Tx",Tampico,Mexico,300.0
DSVF1753010092,20.02.23,Ti Group,Schuerholz Stanztechnik Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,677.0
DSVF1753010084,20.02.23,Ti Group,Tdk Epc Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,273.0
DSVF1753010087,20.02.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1753010080,20.02.23,Ti Group,Variance Technologies Wedo,Automotive,"Charleston, Sc",Stadersand,Germany,340.0
DSVF1753010094,20.02.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,354.0
DSVF1753010083,20.02.23,Ti Group,Mihb Moulages Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1753010077,20.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3161.0
DSVF1753010095,20.02.23,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,65.0
DSVF1753010086,20.02.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,390.0
CHSL422594511OTP,20.02.23,Ti Group,Vitesco Technologies Romania Srl,Automotive Stc,"Miami, Fl",Gioia Tauro,Romania,2182.0
DSVF1753010093,20.02.23,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,574.0
DSVF1753010072,20.02.23,Ti Group,Tr Holland Bv,Automotive,"Charleston, Sc",Stadersand,Germany,304.0
DSVF1753010082,20.02.23,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,418.0
MXPD2302US00314,19.02.23,Ti Group,Hanil Tube Corp,Vacuum Tube,"Long Beach, Ca",Pusan,Republic Of Korea,283.0
DSVFSEL0331316,18.02.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,870.0
HLCUME3NB05243AH,17.02.23,Bmw Ag,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,150.0
DSVF1753010055,15.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1829.0
DSVF1753010070,15.02.23,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,427.0
DSVF1753010062,15.02.23,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,574.0
DSVF1753010078,15.02.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,214.0
DSVF1753010081,15.02.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,296.0
DSVF1753010068,15.02.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,349.0
DSVF1753010066,15.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2493.0
DSVF1753010065,15.02.23,Ti Group,Ti Automotive Systems Ab,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1753010064,15.02.23,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,81.0
DSVF1753010061,15.02.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1753010074,15.02.23,Ti Group,Sauter Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1753010063,15.02.23,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,490.0
DSVF1753010054,15.02.23,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,141.0
DSVF1753010059,15.02.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1147.0
DSVF1753010085,15.02.23,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,77.0
DSVF1753010058,15.02.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,361.0
DSVF1753010071,15.02.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2640.0
DSVF1753010079,15.02.23,Ti Group,Magna Steyr,Automotive,"Charleston, Sc",Stadersand,Germany,386.0
DSVFSEL0335377,15.02.23,Ti Group,Ti Automotive Limited,Engines,"Los Angeles, Ca",Pusan,Republic Of Korea,154.0
DSVF1753010073,15.02.23,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,234.0
DSVF1753010075,15.02.23,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,658.0
DSVF1753010069,15.02.23,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1753010067,15.02.23,Ti Group,Sauter Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,791.0
DSVF1753010076,15.02.23,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,117.0
DFDSCAN0310289,12.02.23,Ti Group,Guangdong New Campiu Science And Te,Regulator,"Long Beach, Ca",,China,380.0
ASCLABSMCA230113,08.02.23,Ti Group,Ti Automotive Ltd,Tubes Plastics,"Houston, Tx",Pusan,Republic Of Korea,10142.0
DSVFSEL0330841,06.02.23,Ti Group,Dong Nam Precision Co Ltd,Tma Hev Baffle Slosh,"Savannah, Ga",Pusan,Republic Of Korea,870.0
HLCUME3NA34051AG,05.02.23,Bmw Ag,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,750.0
HLCUME3NA34051AD,05.02.23,Bmw Ag,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,600.0
HLCUME3NA33483AB,05.02.23,Bmw Ag,Ti Group,Fuel Pump Automotive,"Houston, Tx",Tampico,Mexico,6185.0
HLCUME3NA40700AC,05.02.23,Bmw Ag,Ti Group,Level Sensor Level Sensor,"Houston, Tx",Tampico,Mexico,390.0
HLCUME3NA38728AC,05.02.23,Bmw Ag Petuelring,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,750.0
DSVFSEL0331023,04.02.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,870.0
ASCLABSMCA230104,04.02.23,Ti Group,Ti Automotive Ltd,Tubes Plastics,"Houston, Tx",Pusan,Republic Of Korea,9453.0
HLCUME3230105530,02.02.23,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,4215.0
DFDSSHA71068035,31.01.23,Ti Group,Yangzhou Liangcheng Auto Parts Co,Fuel Tank Cover,"Long Beach, Ca",Shanghai,China,910.0
SNJCTH22120048,30.01.23,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose,"Houston, Tx",Pusan,Thailand,3531.0
DSVF1753010060,29.01.23,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,283.0
DSVF1753010052,29.01.23,Ti Group,Lisi Automotive,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1351.0
DSVF1753010051,29.01.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2996.0
DSVF1753010056,29.01.23,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,574.0
DSVF1753010049,29.01.23,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,477.0
DSVF1753010057,29.01.23,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,2243.0
DSVF1753010050,29.01.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1969.0
DSVF1752120067,29.01.23,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive,"Charleston, Sc",Stadersand,Germany,71.0
DSVF1753010053,29.01.23,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,1485.0
DSVFSEL0319778,27.01.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,1871.0
CHSLSEL2301142,27.01.23,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
DSVFSEL0330122,27.01.23,Ti Group,Dong Nam Precision Co Ltd,Motor Vehicles,"Savannah, Ga",Pusan,Republic Of Korea,1740.0
DFDSCAN0306750,25.01.23,Ti Group,Guangzho Usa R Sealing Industrial C,Rubber Seals,"Long Beach, Ca",,China,886.0
DSVF1752120068,23.01.23,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,1295.0
CHSL422309161OTP,23.01.23,Ti Group,Vitesco Technologies Romania Srl,Automotive Stc,"Charleston, Sc",Bremerhaven,Romania,5366.0
DSVF1752120065,23.01.23,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,3070.0
ASCLABSMCA221221,22.01.23,Ti Group,Ti Automotive Ltd,Tubes Plastics,"Houston, Tx",Pusan,Republic Of Korea,10860.0
KWLD10230063538,20.01.23,Ti Group,Industrie Plastic Elsaesser Gmbh,Plastic Closures Ams,"New York/Newark Area, Newark, Nj",Stadersand,Germany,1394.0
CHSLSEL2212213,19.01.23,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
DSVFSEL0329292,17.01.23,Ti Group,Ti Automotive Limited,Engines,"New York/Newark Area, Newark, Nj",Pusan,Republic Of Korea,77.0
NEDFNGOBSN19780,17.01.23,Ti Group,Nippon Stud Welding Co Ltd,Ace,"Tacoma, Wa",Tokyo,Japan,99.0
DSVFSEL0328145,17.01.23,Ti Group,Ti Automotive Limited,Engines,"New York/Newark Area, Newark, Nj",Pusan,Republic Of Korea,77.0
DSVF1752120061,16.01.23,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,574.0
DSVF1752120064,16.01.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,1162.0
DSVF1752120063,16.01.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,1013.0
DSVF1752120050,16.01.23,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,230.0
DSVF1752120046,16.01.23,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,2075.0
DSVF1752120062,16.01.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,308.0
DSVF1752120066,16.01.23,Ti Group,Tdk Epc Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1752120056,16.01.23,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,575.0
DSVF1752120057,13.01.23,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,360.0
DSVF1752120045,13.01.23,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,153.0
DSVF1752120049,13.01.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,676.0
DSVF1752120054,13.01.23,Ti Group,Ti Fluid Systems,Automotive,"Charleston, Sc",Stadersand,Germany,174.0
DSVF1752120060,13.01.23,Ti Group,Ti Automotive Fuldabrueck Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,142.0
DSVF1752120059,13.01.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,322.0
DSVF1752120055,13.01.23,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1752120051,13.01.23,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,631.0
DSVF1752120053,13.01.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,281.0
DSVF1752120044,13.01.23,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,121.0
DSVF1752120058,13.01.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,674.0
DSVF1752120052,13.01.23,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,490.0
DSVF1752120043,12.01.23,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,575.0
DSVF1752120048,12.01.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,215.0
DSVF1752120042,12.01.23,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1752120039,12.01.23,Ti Group,Ti Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,413.0
DSVF1752120040,12.01.23,Ti Group,Lisi Automotive,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2009.0
DSVF1752120034,12.01.23,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,360.0
DSVF1752120041,12.01.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1361.0
DSVF1752120047,12.01.23,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2116.0
DFDSDLC7045610,11.01.23,Ti Group,Wpsy Ltd,Upper Cap Inlet Cover,"Los Angeles, Ca",Pusan,Republic Of Korea,642.0
DSVFSEL0331268,11.01.23,Ti Group,Ti Automotive Limited,Engines,"Los Angeles, Ca",Pusan,Republic Of Korea,231.0
HLCUME3221159761,07.01.23,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,8450.0
SINOTH22110133,07.01.23,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose Delivery Group Automotive Systems West Ursula Avenue Plant Mcallen Usa Emmanuel Muniz,"Houston, Tx",Yantian,Thailand,3651.0
ASCLABSMCA221202,06.01.23,Ti Group,Ti Automotive Ltd,Tubes Plastics,"Houston, Tx",Pusan,Republic Of Korea,10874.0
HLCUME3ML32841AK,06.01.23,Bmw Ag,Ti Group,Fuel Pump Pallet Fuel Bomb,"Houston, Tx",Tampico,Mexico,120.0
NEDFNGOBSH44825,01.01.23,Ti Group,Nippon Stud Welding Co Ltd,Ace,"Tacoma, Wa",Tokyo,Japan,650.0
HLCUME3ML25686AB,30.12.22,Bmw Ag,Ti Group,Level Sensor Level Sensor,"Houston, Tx",Tampico,Mexico,150.0
DSVF1752120033,27.12.22,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,192.0
DSVF1752120029,27.12.22,Ti Group,Sauter Gmbh,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,791.0
DSVF1752110065,27.12.22,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,116.0
DSVF1752120038,27.12.22,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,215.0
DSVF1752110066,27.12.22,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,4763.0
